iter	Logloss
130	0.4333174966
131	0.4329873074
132	0.4327980791
133	0.4323066584
134	0.4319913243
135	0.4317150699
136	0.4313218347
137	0.4308423254
138	0.4303018829
139	0.4300630341
140	0.429761377
141	0.4293164416
142	0.4287976772
143	0.4287583482
144	0.4283929171
145	0.428223988
146	0.4277137093
147	0.4275158559
148	0.4271922999
149	0.4269837103
150	0.4267133416
151	0.4263943838
152	0.4261910971
153	0.4255759586
154	0.4252584636
155	0.4249700656
156	0.4245443245
157	0.4242970395
158	0.4241206177
159	0.4239908052
160	0.423837571
161	0.42352819
162	0.4233829875
163	0.4229053984
164	0.4226472397
165	0.4223299026
166	0.4221582345
167	0.4219497143
168	0.4218641978
169	0.4217631987
170	0.4214256126
171	0.4210210187
172	0.4207782403
173	0.4205738155
174	0.4201531082
175	0.4199846228
176	0.419799752
177	0.4196522484
178	0.4194577404
179	0.4193208751
180	0.4190298814
181	0.4189043527
182	0.4186191448
183	0.4181872372
184	0.417780179
185	0.4175740774
186	0.4173379613
187	0.4170673284
188	0.4168855423
189	0.4167412916
190	0.4164427145
191	0.4160117367
192	0.4156736748
193	0.415424877
194	0.415107492
195	0.414807957
196	0.4146602829
197	0.4143958904
198	0.4142116127
199	0.4140595418
200	0.4138110994
201	0.4135687607
202	0.4133831789
203	0.4132605321
204	0.4131182289
205	0.4130284709
206	0.412707036
207	0.4122428505
208	0.411964786
209	0.411835421
210	0.4115839674
211	0.4114206303
212	0.4110011149
213	0.4106036849
214	0.4103524632
215	0.4102390905
216	0.410029832
217	0.4096351901
218	0.4092744842
219	0.4091599427
220	0.4089202033
221	0.4088149437
222	0.4086078059
223	0.4084207746
224	0.4082186864
225	0.4078666508
226	0.4075985856
227	0.4073902309
228	0.4071581361
229	0.4069378776
230	0.406600961
231	0.4064586621
232	0.4061420002
233	0.4060308561
234	0.4057809996
235	0.4055371929
236	0.4051602043
237	0.4048437055
238	0.4045954569
239	0.4042797051
240	0.4040192032
241	0.4036706419
242	0.4033762711
243	0.4031701491
244	0.4030057713
245	0.4027267321
246	0.4024935447
247	0.4023245409
248	0.402042657
249	0.4017868577
250	0.4017273655
251	0.4017131893
252	0.4014854826
253	0.4013423874
254	0.4010631453
255	0.4006806745
256	0.4003528805
257	0.40024837
258	0.4000501638
259	0.39973212
260	0.3993668687
261	0.3991371424
262	0.3988627348
263	0.3986107364
264	0.3982487992
265	0.3979955189
266	0.3975925994
267	0.3973548424
268	0.3970520506
269	0.3969115023
270	0.3964195193
271	0.3962918747
272	0.3960699418
273	0.3956904208
274	0.3955010935
275	0.3952626653
276	0.3949750283
277	0.3947635596
278	0.3945234283
279	0.3942433481
280	0.3941134757
281	0.3937991391
282	0.3936631637
283	0.393224107
284	0.3929504937
285	0.3926203065
286	0.3925422982
287	0.392303079
288	0.3921049105
289	0.3917533373
290	0.3913383336
291	0.3909615937
292	0.3906429081
293	0.3902227709
294	0.3899441133
295	0.3896866202
296	0.3896015591
297	0.3893697712
298	0.3889167477
299	0.3886353875
300	0.3884147701
301	0.3882281765
302	0.3878302378
303	0.3876285962
304	0.3875103751
305	0.3870515556
306	0.3868527214
307	0.3866991472
308	0.3865479083
309	0.386257865
310	0.3857501342
311	0.3854852973
312	0.3851135606
313	0.38498826
314	0.3848261949
315	0.3847294617
316	0.3845667142
317	0.3843127925
318	0.3838954195
319	0.3837356847
320	0.3834124047
321	0.3830425624
322	0.3828517023
323	0.3824208055
324	0.3822963422
325	0.3819906743
326	0.3819133336
327	0.38174649
328	0.3813336832
329	0.38130748
330	0.3811138644
331	0.380709843
332	0.3803801119
333	0.3801574155
334	0.3800040047
335	0.3798615049
336	0.3794623914
337	0.3794391863
338	0.3791712148
339	0.379138175
340	0.3788532451
341	0.3788004589
342	0.3784663485
343	0.3782620834
344	0.3779363659
345	0.3777365867
346	0.3774046163
347	0.3773032817
348	0.3768624116
349	0.3766493453
350	0.3762789921
351	0.3760475781
352	0.3756012052
353	0.3752793062
354	0.3750794686
355	0.3747555378
356	0.3743787809
357	0.3741733568
358	0.373919475
359	0.3736097178
360	0.373302075
361	0.3730473115
362	0.3727659596
363	0.3724512759
364	0.3724207118
365	0.3722359266
366	0.3719885757
367	0.3718487279
368	0.3715365014
369	0.3712140908
370	0.3709991465
371	0.3709184267
372	0.3708919168
373	0.3706628776
374	0.3703755176
375	0.3700270614
376	0.3697023005
377	0.3695424527
378	0.3691979805
379	0.368904358
380	0.3687545409
381	0.368401609
382	0.3680845854
383	0.367959576
384	0.3674668046
385	0.3671828449
386	0.3668460975
387	0.3667692713
388	0.3664077319
389	0.36638702
390	0.3660673553
391	0.366046245
392	0.3656502989
393	0.3651227381
394	0.3650035423
395	0.3648672418
396	0.3644543281
397	0.3644456472
398	0.3641360364
399	0.3641171518
400	0.3637568356
401	0.3633007513
402	0.3629191807
403	0.362620779
404	0.3625506982
405	0.3623744362
406	0.3619433648
407	0.3618397488
408	0.3614487147
409	0.3611598947
410	0.3608509488
411	0.3606280717
412	0.3606031152
413	0.3603549567
414	0.3603364294
415	0.3598039188
416	0.3594834118
417	0.3591002691
418	0.35885258
419	0.3586199226
420	0.3585647864
421	0.3582782454
422	0.3578221276
423	0.3575682666
424	0.3573924002
425	0.3571081772
426	0.3570887576
427	0.3570079053
428	0.3567119623
429	0.356397969
430	0.3561609468
431	0.3557298545
432	0.3556962099
433	0.355674943
434	0.3555066048
435	0.355235984
436	0.3548843188
437	0.3544943897
438	0.3541677141
439	0.3538183521
440	0.3536649085
441	0.3533467119
442	0.3533306419
443	0.3530289736
444	0.3528479137
445	0.3525000711
446	0.3523093577
447	0.3519986463
448	0.3518084182
449	0.3514557605
450	0.3510441797
451	0.3508838471
452	0.3506539602
453	0.3504966061
454	0.3501157371
455	0.3498599555
456	0.3496134449
457	0.3494188716
458	0.349115392
459	0.3489709914
460	0.3487398046
461	0.3485584479
462	0.3483386356
463	0.3481235578
464	0.3479077736
465	0.3476594472
466	0.347521972
467	0.3472526129
468	0.3469548814
469	0.3467879433
470	0.3467705021
471	0.3465883945
472	0.3463459591
473	0.3461076806
474	0.3459342
475	0.3459228592
476	0.3457752246
477	0.3454207411
478	0.3452232073
479	0.3451160834
480	0.3450814646
481	0.3449952667
482	0.3449486001
483	0.3448116
484	0.3446445035
485	0.3444983627
486	0.3442969871
487	0.3440518928
488	0.3437805782
489	0.3436267391
490	0.3435849194
491	0.343342864
492	0.3430068434
493	0.3426271035
494	0.3424007741
495	0.3420713645
496	0.3418540885
497	0.3414523481
498	0.3410497482
499	0.340784256
500	0.3405599254
501	0.3402255456
502	0.3401921968
503	0.3400005637
504	0.3396610381
505	0.3393521408
506	0.3393363325
507	0.3391799755
508	0.3389398097
509	0.3386471116
510	0.3382526515
511	0.338085637
512	0.3378131384
513	0.3376650016
514	0.3374590615
515	0.3373518944
516	0.3369918352
517	0.3368917381
518	0.3367513429
519	0.3364354355
520	0.3360680365
521	0.3358260117
522	0.3356425739
523	0.3355565771
524	0.3355322198
525	0.3353156867
526	0.3349329603
527	0.3347441875
528	0.3344640804
529	0.3344026478
530	0.334257924
531	0.3341162002
532	0.3340560894
533	0.3336921446
534	0.3335321534
535	0.3332784567
536	0.3329931198
537	0.3327436649
538	0.3325436825
539	0.332405604
540	0.3323045085
541	0.3321730919
542	0.3319824914
543	0.3319468157
544	0.3316891623
545	0.3312802533
546	0.3312351064
547	0.3309463641
548	0.3307610203
549	0.3305027551
550	0.3304461849
551	0.3301981308
552	0.329984658
553	0.3298343763
554	0.3296589201
555	0.3294087608
556	0.3291560332
557	0.3290167573
558	0.3288332155
559	0.3284596846
560	0.3283384141
561	0.3281419313
562	0.3280297494
563	0.3279915727
564	0.3278542853
565	0.3275970548
566	0.3274161323
567	0.32737963
568	0.3270227076
569	0.3267737825
570	0.3265272268
571	0.3262651101
572	0.3259306496
573	0.3258206741
574	0.3254469176
575	0.3251795673
576	0.3251159125
577	0.3247648055
578	0.3245945347
579	0.3244002456
580	0.3241888116
581	0.3240806448
582	0.3240717302
583	0.3238410742
584	0.3237083106
585	0.3236981102
586	0.3234904321
587	0.3233337499
588	0.3231532034
589	0.3230401465
590	0.3228589468
591	0.3226554713
592	0.3225975818
593	0.3225250359
594	0.3222718604
595	0.3218332587
596	0.3216051191
597	0.3213794801
598	0.3212767095
599	0.3209361343
600	0.3208873218
601	0.3205721011
602	0.3205377929
603	0.3203402153
604	0.3202293983
605	0.3199731467
606	0.3196021356
607	0.3195576443
608	0.3194494282
609	0.31931368
610	0.3192428623
611	0.3190085471
612	0.3188449485
613	0.3187809455
614	0.3185999421
615	0.3182169476
616	0.3180478898
617	0.3177906979
618	0.317695364
619	0.3174526673
620	0.3171089053
621	0.3168239015
622	0.3166120471
623	0.3163467111
624	0.3160619772
625	0.3158268936
626	0.3154913666
627	0.3154156114
628	0.3153462478
629	0.3150970142
630	0.3150568406
631	0.3148918037
632	0.31450041
633	0.3143905591
634	0.3141403913
635	0.3140376863
636	0.3139223592
637	0.3136437498
638	0.3136202396
639	0.3135261034
640	0.3132074019
641	0.312944431
642	0.3125879668
643	0.3125834205
644	0.3124939377
645	0.3122886624
646	0.3119593787
647	0.3117154249
648	0.3114509973
649	0.3113003369
650	0.3110687033
651	0.3110306361
652	0.3107538056
653	0.3104577812
654	0.3103547778
655	0.3100769125
656	0.3099041223
657	0.3098006896
658	0.3097206549
659	0.3094205279
660	0.3094165977
661	0.3094006387
662	0.3092206061
663	0.3089150057
664	0.3086683607
665	0.3083908238
666	0.3081396426
667	0.307965993
668	0.3077578202
669	0.3077503942
670	0.3077433649
671	0.3075122558
672	0.307345012
673	0.3069523475
674	0.3067390192
675	0.306382308
676	0.3060860516
677	0.3059386979
678	0.3057305056
679	0.3056499507
680	0.3053651014
681	0.3053371022
682	0.3051785624
683	0.3050182087
684	0.3047316627
685	0.3047269072
686	0.3044166083
687	0.3041386322
688	0.3041232732
689	0.3038286339
690	0.3036418941
691	0.3034996679
692	0.3034961163
693	0.3032957607
694	0.3030709729
695	0.30286177
696	0.3026365592
697	0.3023739233
698	0.3022935671
699	0.3021253796
700	0.3018305952
701	0.3016318721
702	0.3016198839
703	0.3013986815
704	0.3011079646
705	0.3009723682
706	0.300764301
707	0.3004418333
708	0.3002941305
709	0.3002038873
710	0.3001241696
711	0.3000301226
712	0.2999006716
713	0.2996865308
714	0.2996424395
715	0.2993181481
716	0.2991891339
717	0.2988103678
718	0.2986835023
719	0.2986037561
720	0.2983900483
721	0.2982315404
722	0.2981409894
723	0.2980719181
724	0.2976968207
725	0.2974835265
726	0.2972498522
727	0.2971876663
728	0.2969860861
729	0.2969649552
730	0.2968466936
731	0.2968246998
732	0.2965910218
733	0.2964261652
734	0.2962770172
735	0.2960682497
736	0.2957577991
737	0.2955585436
738	0.2953927421
739	0.2952909739
740	0.2952111146
741	0.2952008598
742	0.2948934513
743	0.2948344327
744	0.2946428864
745	0.294526762
746	0.2943872364
747	0.2942326482
748	0.2942055429
749	0.2940190874
750	0.2938766137
751	0.2937214441
752	0.2934320529
753	0.2933283997
754	0.293224091
755	0.2929596836
756	0.2927813982
757	0.2924445787
758	0.2922663132
759	0.2920933961
760	0.2918818189
761	0.2918588049
762	0.2916518572
763	0.2916066191
764	0.2915625004
765	0.2913495735
766	0.2911449649
767	0.290872574
768	0.2907682348
769	0.2905064188
770	0.290440086
771	0.2902680999
772	0.2901735578
773	0.2899173776
774	0.2897901796
775	0.2897188266
776	0.2894967706
777	0.2894054416
778	0.2893958612
779	0.2893068946
780	0.2890690218
781	0.2888395801
782	0.2886559342
783	0.2884431488
784	0.288308843
785	0.288198166
786	0.2879398677
787	0.2877950407
788	0.2875276348
789	0.2872724896
790	0.2872038166
791	0.2871624276
792	0.2869168567
793	0.2868335561
794	0.2866617421
795	0.2865932617
796	0.286432141
797	0.2863777807
798	0.2863188129
799	0.2862257051
800	0.2861527241
801	0.2859777589
802	0.285817039
803	0.2856357879
804	0.285412841
805	0.2851540213
806	0.2851433396
807	0.2849996505
808	0.2848493924
809	0.2847725952
810	0.284555796
811	0.2844159578
812	0.2842567454
813	0.2841869985
814	0.2841024296
815	0.2839715759
816	0.2839134422
817	0.283834658
818	0.28366881
819	0.2835816315
820	0.2833125624
821	0.2832124806
822	0.2831220583
823	0.2830445597
824	0.282884079
825	0.2827263927
826	0.2826314919
827	0.2824541217
828	0.2822655254
829	0.2820446477
830	0.2819618266
831	0.2818970987
832	0.2818287351
833	0.2817144362
834	0.2815416783
835	0.2813164048
836	0.2811056802
837	0.2808724984
838	0.2806682122
839	0.2804097173
840	0.2803823504
841	0.2802935799
842	0.2800074006
843	0.2798792298
844	0.2798108542
845	0.2796915137
846	0.2795648794
847	0.2793958351
848	0.2793207364
849	0.2791552498
850	0.2790100852
851	0.2789013535
852	0.2788192057
853	0.2787501943
854	0.2786606888
855	0.2785270848
856	0.2782468603
857	0.2781475892
858	0.2779894278
859	0.2777858619
860	0.2775194893
861	0.2774809674
862	0.277461134
863	0.2773280329
864	0.2771061869
865	0.2770415028
866	0.2767605769
867	0.2766891618
868	0.2765088896
869	0.2763811685
870	0.2762306514
871	0.2760761564
872	0.2758831547
873	0.2756727693
874	0.2755050288
875	0.2754004939
876	0.2752626997
877	0.2750036189
878	0.2747686186
879	0.274543345
880	0.2744958976
881	0.2744737795
882	0.2744026583
883	0.2743529657
884	0.2741865476
885	0.2739789577
886	0.2738176936
887	0.2736473916
888	0.2735987499
889	0.273385458
890	0.2733188509
891	0.2732803881
892	0.2730838052
893	0.2727640956
894	0.2727094974
895	0.2725775323
896	0.2723841195
897	0.2723349044
898	0.2721988908
899	0.2721145535
900	0.271975352
901	0.2718797453
902	0.2716252063
903	0.2716037482
904	0.2715750724
905	0.2714223112
906	0.2711664008
907	0.271115295
908	0.2709936712
909	0.2707940039
910	0.2707445651
911	0.2705332791
912	0.2704444435
913	0.2702945905
914	0.2701951969
915	0.2699925654
916	0.2698783166
917	0.2698207799
918	0.2697069821
919	0.2695231134
920	0.2694202683
921	0.2693458172
922	0.2691584718
923	0.2689445039
924	0.2687797399
925	0.2687027495
926	0.2685580148
927	0.2684618814
928	0.2683503787
929	0.2682413854
930	0.2681616711
931	0.2680735026
932	0.2679404306
933	0.267694916
934	0.2675414037
935	0.2675129978
936	0.2673861398
937	0.2673721079
938	0.2672552672
939	0.2670809492
940	0.2670417389
941	0.2668688374
942	0.2667236114
943	0.2666490784
944	0.2665295413
945	0.2664130467
946	0.2661567989
947	0.2661197988
948	0.2659539517
949	0.2658484411
950	0.2656601376
951	0.2654394507
952	0.2653704604
953	0.2653454378
954	0.2652352445
955	0.2650279488
956	0.2648594351
957	0.264765489
958	0.2645447325
959	0.2643949811
960	0.2641576592
961	0.2641083051
962	0.2639332784
963	0.2637342245
964	0.2636397261
965	0.2634941508
966	0.2633356226
967	0.2631907488
968	0.2630250977
969	0.2630205264
970	0.2629498549
971	0.2628791498
972	0.2628670571
973	0.2627642481
974	0.2627415584
975	0.2626472349
976	0.2625636183
977	0.2624634261
978	0.2624292266
979	0.2622670796
980	0.2621223695
981	0.2618860515
982	0.2618391155
983	0.2617444212
984	0.2616872328
985	0.2615058675
986	0.261444571
987	0.2613682197
988	0.2612381899
989	0.2609978455
990	0.2608044978
991	0.2606421738
992	0.2602969233
993	0.2601259657
994	0.2600909516
995	0.2600135421
996	0.2598935686
997	0.2597559996
998	0.2596942014
999	0.2595079942
